3.489	0.19	2.885				
2.955	-0.211	0.557				
2.718	-0.657	-3.238				
3.263	-0.86	-5.192				
4.382	-1.076	-6.064				
5.837	-1.437	-6.218				
7.451	-1.882	-6.161				
9.034	-2.19	-6.179				
10.381	-2.185	-6.531				
11.468	-1.832	-7.46				
12.405	-1.188	-8.946				
13.212	-0.466	-10.612				
13.838	0.004	-12.159				
14.281	0.112	-13.387				
14.543	-0.012	-14.159				
14.641	-0.203	-14.41				
14.617	-0.368	-14.09				
15.198	-0.329	-12.334				
15.817	-0.156	-11.535				
15.738	-0.076	-11.069				
14.662	-0.099	-11.014				
13.227	-0.032	-11.292				
12.028	0.348	-11.997				
11.931	0.407	-12.333				
12.007	0.464	-12.922				
12.309	0.862	-13.212				
12.575	1.676	-13.323				
12.464	2.265	-13.279				
12.073	2.229	-13.111				
11.627	1.671	-12.83				
11.188	0.785	-12.302				
10.854	-0.347	-11.377				
10.792	-1.658	-10.043				
11.016	-3.083	-8.213				
11.603	-4.242	-4.713				
11.774	-5.001	-0.489				
10.986	-5.52	2.54				
9.952	-5.663	4.714				
9.089	-5.584	6.104				
8.703	-5.551	6.75				
8.915	-5.751	7.13				
9.294	-6.252	7.634				
9.456	-6.835	8.422				
9.346	-7.306	9.432				
8.901	-7.714	10.623				
8.109	-8.218	11.989				
7.06	-8.778	13.503				
5.788	-9.098	14.975				
4.359	-9.009	16.097				
2.938	-8.639	16.664				
1.59	-8.194	16.55				
0.198	-7.698	16.224				
-1.461	-6.985	16.66				
-3	-5.997	17.956				
-3.347	-4.852	18.995				
-1.99	-3.918	18.606				
1.197	-3.677	16.063				
1.875	-3.839	15.245				
2.463	-4.212	14.12				
2.615	-4.436	13.686				
2.813	-4.52	13.688				
2.964	-4.592	13.863				
2.852	-4.713	13.991				
2.317	-4.792	13.967				
1.263	-4.748	13.786				
-0.113	-4.651	13.518				
-1.352	-4.606	13.263				
-2.079	-4.66	12.982				
-2.294	-4.776	12.626				
-2.182	-4.923	12.234				
-1.901	-5.008	11.894				
-1.878	-4.793	11.653				
-2.615	-4.157	11.405				
-3.83	-3.296	10.941				
-4.779	-2.57	10.213				
-5.126	-2.181	9.449				
-4.966	-2.117	8.909				
-4.518	-2.293	8.641				
-3.973	-2.632	8.583				
-3.442	-3.011	8.675				
-2.842	-3.229	8.842				
-1.893	-3.274	8.997				
-0.465	-3.433	9.188				
1.14	-3.872	9.651				
2.601	-4.462	10.406				
4.541	-5.05	11.555				
5.216	-5.073	11.881				
6.727	-4.861	12.308				
8.263	-4.37	12.324				
9.637	-3.671	12.03				
10.906	-2.757	11.508				
12.567	-1.039	10.033				
13.9	0.63	7.887				
14.462	1.665	6.521				
14.624	2.478	5.193				
14.057	2.782	3.611				
13.707	2.651	3.387				
12.896	2.236	3.592				
11.957	1.786	4.625				
10.205	1.048	7.017				
9.045	0.608	8.612				
8.61	0.491	9.271				
8.292	0.56	10.12				
8.292	0.56	10.12				
10.465	1.345	9.426				
10.465	1.345	9.426				
11.107	1.237	9.102				
13.377	0.123	8.262				
13.819	-0.54	8.231				
13.528	-1.218	8.295				
12.669	-1.84	8.3				
11.48	-2.426	8.221				
10.167	-3.101	8.191				
8.611	-3.956	8.333				
6.674	-4.888	8.718				
4.021	-5.995	9.865				
2.73	-6.484	10.777				
2.127	-6.68	11.22				
0.943	-6.991	12.035				
-0.107	-7.201	12.719				
-1.373	-7.428	13.169				
-1.833	-7.49	12.879				
-2.827	-7.559	11.661				
-3.839	-7.715	10.865				
-5.463	-8.632	12.338				
-5.801	-8.888	13.251				
-6.106	-8.641	15.027				
-6.693	-7.475	16.84				
-7.784	-6.541	18.625				
-9.598	-6.451	19.268				
-10.255	-6.429	19.268				
-10.317	-6.217	19.268				
-10.023	-5.443	19.238				
-9.387	-4.532	19.216				
-7.755	-3.557	19.261				
-5.956	-3.196	19.268				
-4.926	-3.058	19.243				
-2.377	-2.719	18.933				
-1.881	-2.619	18.81				
-1.318	-2.469	18.642				
-1.002	-2.373	18.48				
-0.773	-2.308	18.165				
-0.665	-2.27	17.66				
-0.535	-2.233	16.87				
-0.138	-2.255	15.635				
0.694	-2.474	13.953				
2.09	-2.909	11.998				
5.156	-3.507	8.944				
6.286	-3.574	8.001				
10.72	-3.709	5.9				
11.923	-3.751	5.198				
11.635	-3.416	4.747				
11.344	-2.567	3.594				
11.927	-2.575	1.626				
12.096	-2.8	0.797				
12.286	-2.8	-1.128				
12.589	-1.894	-2.578				
13.291	-0.432	-3.195				
14.35	1.095	-4.173				
15.585	2.449	-6.149				
16.653	3.626	-8.599				
17.226	4.537	-10.573				
17.483	5.045	-11.088				
17.904	5.142	-9.873				
18.588	4.921	-7.798				
19.193	4.641	-5.992				
19.363	4.459	-5.074				
19.345	3.813	-5.572				
19.345	3.813	-5.572				
18.456	2.866	-6.391				
17.963	2.513	-6.538				
17.087	1.772	-6.568				
16.403	0.266	-5.98				
16.403	0.266	-5.98				
15.487	-2.418	-4.291				
14.951	-3.512	-3.421				
13.71	-5.643	-1.266				
12.318	-9.009	4.046				
12.381	-9.766	5.509				
13.032	-11.773	10.012				
13.095	-12.298	11.402				
12.453	-13.093	13.693				
9.586	-13.835	15.492				
6.812	-14.195	15.977				
3.702	-14.382	16.651				
2.071	-14.351	17.24				
-3.615	-13.778	19.121				
-8.29	-13.173	19.268				
-12.152	-11.796	19.268				
-12.697	-9.341	19.268				
-9.538	-6.76	19.231				
-4.978	-5.19	19.235				
-1.189	-4.978	19.192				
1.293	-5.316	18.262				
3.116	-5.071	15.972				
4.725	-4.036	13.556				
5.558	-2.799	12.415				
4.926	-1.875	12.921				
3.049	-1.44	14.532				
0.901	-1.576	16.363				
-0.903	-2.224	17.873				
-2.683	-3.055	18.639				
-4.799	-3.579	18.151				
-6.763	-3.618	16.154				
-7.727	-3.445	12.887				
-7.245	-3.199	9.153				
-5.355	-2.679	5.982				
-2.628	-1.719	3.806				
-0.226	-0.384	2.399				
0.969	1.045	1.571				
0.975	2.293	1.357				
0.447	3.362	1.578				
0.29	4.219	1.68				
0.886	4.637	1.307				
2.18	4.729	0.52				
4.085	4.919	-0.507				
6.203	5.465	-1.646				
8.09	6.395	-3.038				
9.69	7.503	-5.087				
11.073	8.35	-7.834				
12.189	8.561	-10.768				
13.239	8.241	-13.06				
14.823	7.887	-13.916				
17.155	7.847	-13.055				
19.16	7.909	-11.1				
19.363	7.5	-9.245				
19.363	6.311	-8.285				
19.173	4.44	-8.029				
17.896	2.125	-7.635				
15.846	-0.373	-6.318				
13.988	-2.774	-3.645				
13.373	-4.76	0.197				
14.351	-6.15	4.467				
16.279	-7.043	8.436				
17.881	-7.531	11.648				
18.086	-7.588	14.051				
16.649	-7.12	15.993				
14.113	-6.076	17.756				
11.38	-4.673	19.071				
9.112	-3.297	19.268				
7.222	-2.087	19.268				
5.314	-0.905	19.268				
2.803	0.727	19.225				
2.239	1.161	19.233				
1.726	1.953	19.258				
2.317	2.678	18.919				
4.018	2.931	16.676				
6.344	2.885	12.459				
8.664	3.171	8.156				
10.626	3.726	4.588				
11.712	4.189	1.547				
11.196	4.422	-1.016				
9.082	4.387	-2.605				
6.015	3.985	-2.813				
2.692	3.271	-1.648				
-0.416	2.467	0.412				
-2.891	1.692	2.466				
-3.981	0.779	3.669				
-2.799	-0.507	3.552				
0.926	-2.13	2.131				
6.544	-3.875	-0.305				
13.036	-5.616	-3.856				
19.363	-7.919	-11.008				
19.363	-8.875	-15.81				
19.363	-9.08	-17.795				
19.363	-8.776	19.269				
18.912	-6.367	19.269				
18.153	-5.227	19.269				
15.213	-2.658	19.283				
11.572	0.187	19.382				
7.199	3.149	19.297				
6.486	3.243	19.272				
6.702	1.783	19.364				
8.245	-1.066	-18.176				
10.229	-4.149	-11.398				
10.574	-4.242	-9.016				
10.862	-3.141	-5.537				
10.391	-0.457	-4.362				
10.176	0.226	-4.844				
10.244	1.11	-6.587				
11.538	1.563	-8.722				
14.031	1.79	-10.651				
16.959	1.724	-12.286				
19.149	0.949	-13.724				
19.363	-1.23	-14.78				
19.327	-5.03	-14.714				
16.867	-11.776	-10.818				
16.176	-13.785	-8.574				
15.717	-17.181	-3.466				
17.401	-19.447	7.2				
18.572	-19.447	13.115				
19.363	-19.447	18.137				
19.363	-18.945	19.268				
18.674	-17.491	19.268				
14.876	-13.329	19.268				
13.454	-11.621	19.144				
10.989	-8.294	19.129				
8.855	-5.673	19.222				
5.855	-3.256	19.268				
5.09	-2.749	19.244				
4.112	-2.184	18.775				
3.198	-2.16	17.815				
1.762	-2.426	16.742				
0.493	-2.931	15.449				
0.367	-3.716	13.703				
2.299	-5.133	10.691				
3.936	-7.258	7.634				
3.936	-7.258	7.634				
3.217	-9.226	5.278				
0.891	-11.151	2.456				
-2.655	-12.358	-1.018				
-6.439	-12.201	-5.467				
-8.526	-10.146	-10.984				
-6.563	-4.243	-18.98				
-3.887	-1.674	19.269				
-1.5	-1.657	19.269				
1.313	-3.089	-18.853				
7.204	-6.875	-18.385				
2.891	-9.792	19.269				
6.995	-4.154	19.282				
7.951	-3.85	19.273				
9.9	-4.024	19.269				
9.9	-4.024	19.269				
9.275	-4.413	19.269				
7.638	-4.595	19.269				
4.919	-4.9	19.269				
4.303	-5.144	19.269				
3.638	-5.744	19.269				
3.521	-6.105	19.269				
4.615	-6.064	19.269				
5.427	-6.057	19.269				
7.687	-6.396	19.269				
10.671	-7.308	19.269				
14.549	-9.208	-19.305				
16.181	-10.503	-17.368				
16.909	-11.383	-15.983				
19.363	-17.274	-9.14				
19.363	-19.447	-2.679				
19.363	-19.447	0.017				
19.363	-19.447	6.826				
19.322	-19.447	14.612				
19.336	-19.077	19.268				
19.36	-17.085	19.268				
18.225	-12.954	19.268				
11.386	-5.842	19.091				
8.562	-3.896	19.043				
4.319	-1.565	19.139				
2.875	-1.585	19.254				
3.927	-3.065	18.38				
6.367	-4.552	14.873				
8.868	-4.958	9.03				
10.909	-3.253	0.426				
10.68	-1.91	-3.562				
9.064	-1.345	-5.87				
6.939	-1.439	-6.239				
5.585	-1.953	-4.865				
5.207	-3.401	-2.551				
5.207	-3.401	-2.551				
5.217	-4.034	-2.654				
4.977	-5.579	-4.64				
3.508	-9.133	-13.048				
3.378	-9.837	-15.448				
3.9	-10.907	-19.251				
7.108	-11.643	19.269				
10.412	-11.645	19.269				
13.798	-11.578	19.281				
16.779	-11.479	19.391				
18.922	-11.068	19.336				
19.363	-10.067	19.274				
19.363	-8.394	19.269				
19.363	-6.349	19.269				
19.311	-4.721	19.269				
19.306	-4.26	19.271				
19.345	-5.256	19.348				
19.363	-7.416	-18.47				
19.159	-9.625	-14.473				
18.169	-10.604	-9.022				
16.267	-9.924	-4.46				
14.158	-7.973	-2.308				
12.587	-5.387	-2.921				
11.787	-3.004	-6.143				
11.423	-1.752	-11.081				
10.909	-1.993	-16.069				
10.047	-3.495	-19.521				
7.835	-9.133	19.586				
7.835	-9.133	19.586				
7.18	-12.489	-16.789				
7.728	-15.691	-12.931				
10.015	-18.371	-8.878				
14.293	-19.447	-4.753				
18.552	-19.447	0.096				
19.363	-19.447	6.193				
19.363	-19.414	12.957				
19.363	-19.373	18.297				
19.248	-19.387	19.268				
19.218	-18.507	19.268				
17.87	-15.771	19.268				
12.899	-11.814	19.126				
5.068	-7.738	19.123				
-1.246	-4.383	19.224				
-1.634	-2.627	19.268				
1.219	-3.463	18.28				
4.209	-4.336	14.952				
7.084	-4.696	10.343				
9.757	-4.155	6.707				
11.257	-3.103	4.896				
10.541	-2.644	4.493				
7.992	-3.369	4.65				
5.101	-4.826	4.406				
3.138	-6.522	2.907				
3.061	-8.637	-0.007				
5.593	-11.415	-3.457				
10.316	-14.444	-5.929				
15.679	-16.976	-6.563				
19.363	-18.468	-6.154				
19.363	-18.557	-6.872				
19.363	-17.065	-10.417				
19.363	-13.832	-15.917				
19.221	-9.146	19.269				
19.267	-4.55	19.269				
19.348	-2.191	19.269				
19.363	-2.76	19.269				
19.363	-4.932	19.566				
19.363	-7.036	-17.775				
19.288	-8.256	-12.881				
18.793	-8.39	-6.745				
17.788	-7.291	-1.875				
16.799	-5.069	0.48				
16.358	-2.391	-0.019				
16.636	-0.383	-3.229				
17.134	0.077	-8.196				
17.017	-0.884	-13.106				
16.159	-2.749	-16.321				
15.078	-5.347	-17.319				
14.019	-8.821	-16.55				
12.804	-13.288	-14.802				
11.485	-17.698	-12.512				
11.165	-19.447	-9.458				
13.074	-19.447	-5.13				
16.607	-19.447	0.548				
19.363	-19.386	7.502				
19.363	-19.391	19.268				
17.105	-19.447	19.268				
13.482	-18.872	19.268				
9.374	-16.345	19.256				
5.413	-12.268	19.053				
2.065	-8.781	19.147				
-0.521	-6.881	19.259				
-2.463	-6.118	19.268				
-3.972	-6.022	18.815				
-5.242	-6.484	16.806				
-7.802	-6.444	10.778				
-9.336	-4.994	9.114				
-10.804	-3.054	8.725				
-11.472	-1.129	9.346				
-10.788	0.454	10.497				
-7.568	1.276	11.909				
-6.293	0.946	12.083				
-3.991	-0.69	11.866				
-1.977	-3.675	10.75				
0.515	-7.92	8.77				
4.463	-13.035	6.596				
9.989	-17.748	5.257				
15.774	-19.447	5.022				
19.363	-19.447	3.862				
19.363	-19.447	2.512				
19.363	-18.381	-1.815				
19.363	-14.195	-7.94				
19.212	-8.295	-14.933				
19.268	-4.552	19.269				
19.35	-3.392	19.269				
19.363	-2.784	19.269				
19.363	-2.842	-17.432				
19.032	-4.58	-12.698				
17.333	-6.581	-7.608				
14.275	-6.85	-3.34				
11.469	-5.165	-0.393				
10.3	-2.408	0.768				
12.638	1.954	-2.921				
13.74	2.233	-6.392				
13.913	1.497	-9.495				
13.439	0.06	-11.283				
12.479	-1.832	-11.217				
11.199	-3.916	-9.666				
9.914	-6.146	-7.515				
8.909	-8.646	-5.372				
8.426	-11.515	-3.269				
8.375	-14.626	-0.771				
8.209	-17.412	2.506				
7.15	-19.447	8.373				
6.75	-19.447	10.317				
6.087	-19.02	13.947				
5.517	-17.766	17.102				
4.92	-16.206	19.207				
4.459	-14.572	19.268				
4.261	-12.999	19.268				
4.102	-11.428	19.268				
2.293	-9.096	19.213				
2.293	-9.096	19.213				
-0.211	-8.796	19.257				
-3.733	-8.752	19.268				
-7.758	-8.563	19.268				
-13.532	-7.972	19.029				
-16.767	-7.557	18.034				
-18.112	-7.281	17.208				
19.364	-6.306	15.243				
19.364	-4.62	13.331				
-17.601	-1.683	10.911				
-16.051	-0.893	10.12				
-12.383	0.116	8.24				
-6.976	-0.268	3.736				
-4.942	-0.681	1.581				
-1.075	-1.828	-2.584				
0.485	-4.598	-4.214				
1.142	-11.843	-0.725				
2.382	-14.193	1.402				
14.641	-19.447	10.2				
16.924	-19.447	10.628				
19.363	-16.51	8.839				
19.363	-11.697	5.036				
19.363	-9.173	2.5				
19.336	-5.276	-2.889				
19.252	-2.346	-9.265				
19.293	-1.841	-10.497				
19.36	-1.844	-11.238				
19.362	-3.372	-9.944				
18.515	-5.544	-7.451				
15.981	-7.12	-4.47				
12.523	-7.412	-1.479				
9.506	-6.41	1.176				
7.278	-3.36	3.615				
7.19	-2.223	3.81				
8.013	0.205	2.586				
8.302	0.468	0.776				
8.128	0.257	-0.192				
7.231	-0.544	-1.898				
5.267	-2.33	-3.422				
3.883	-3.942	-3.635				
2.593	-5.773	-2.966				
1.794	-7.644	-1.192				
1.935	-9.399	1.87				
2.676	-11.587	12.228				
1.637	-11.612	15.143				
-7.601	-9.645	19.268				
-12.019	-8.357	19.268				
19.364	-4.182	19.268				
19.364	-1.616	19.158				
19.364	-0.125	19.115				
-16.98	-0.912	19.21				
-13.024	-3.408	18.426				
-9.288	-5.601	14.526				
-6.278	-6.114	7.304				
-4.433	-5.523	-0.642				
-4.002	-5.542	-7.388				
-4.14	-7.219	-12.206				
-1.952	-11.568	-14.535				
-1.952	-11.568	-14.535				
6.335	-15.233	-10.45				
14.202	-16.33	-6.097				
19.363	-11.861	-2.348				
19.363	-7.118	-4.443				
19.363	-3.532	-8.459				
19.136	-2.463	-12.634				
19.224	-3.132	-14.044				
19.347	-4.289	-11.338				
19.363	-5.117	-6.413				
19.16	-5.218	-1.984				
17.961	-4.405	0.644				
16.01	-2.806	1.325				
14.613	-0.997	0.186				
14.24	0.251	-2.376				
14.238	0.46	-5.546				
13.811	-0.426	-8.382				
12.687	-2.232	-10.187				
10.928	-4.822	-10.64				
8.743	-8.049	-9.582				
6.619	-11.544	-7.008				
5.115	-14.851	-3.357				
4.052	-19.269	5.025				
3.684	-19.447	9.69				
2.919	-19.447	14.668				
1.657	-18.365	18.625				
0.266	-16.296	19.268				
-0.86	-13.784	19.268				
-2.104	-11.372	19.268				
-4.327	-9.444	19.156				
-7.679	-8.109	19.16				
-11.344	-7.3	19.237				
-14.495	-7.093	19.268				
-16.995	-7.433	18.975				
-18.969	-7.682	17.32				
19.364	-7.204	13.983				
19.364	-5.871	9.868				
-15.805	-0.824	0.779				
-11.793	2.755	-4.003				
-8.122	5.825	-7.689				
-6.277	6.847	-9.823				
-5.991	5.691	-10.27				
-5.68	3.55	-8.711				
-4.223	0.993	-5.438				
-1.526	-2.346	-1.228				
2.297	-6.454	2.983				
7.47	-10.416	6.356				
13.853	-12.917	8.369				
18.973	-12.986	8.621				
19.363	-10.425	6.838				
19.363	-6.126	3.119				
19.363	-2.039	-2.155				
19.193	0.166	-8.038				
19.227	0.311	-12.304				
19.332	-0.687	-12.884				
19.363	-2.023	-10.068				
19.363	-3.392	-6.082				
19.202	-4.541	-3.038				
18.213	-5.315	-1.684				
16.274	-5.879	-1.642				
14.149	-6.503	-2.208				
10.62	-9.1	-3.111				
8.611	-11.35	-2.557				
6.324	-13.836	-0.955				
4.164	-16.024	1.487				
2.613	-17.481	4.575				
1.396	-17.909	10.78				
0.975	-17.596	13.317				
-0.544	-16.332	17.856				
-3.191	-14.271	19.268				
-6.591	-11.52	19.268				
-10.263	-8.411	19.268				
-13.842	-5.818	19.179				
-17.082	-4.656	19.139				
19.364	-5.607	19.194				
19.4	-6.244	18.7				
-17.82	-7.194	15.426				
-12.426	-5.754	5.242				
-10.633	-4.315	1.577				
-7.713	-0.727	-4.981				
-5.988	2.673	-9.795				
-5.297	6.131	-13.317				
-5.372	6.647	-13.736				
-5.684	6.314	-13.659				
-5.558	4.27	-12.024				
-2.839	-0.68	-6.166				
-1.13	-2.63	-3.522				
3.366	-6.707	2.022				
14.89	-12.235	9.295				
19.205	-11.945	8.999				
19.363	-9.551	6.147				
19.363	-6.349	1.758				
19.363	-4.005	-3.044				
19.21	-2.869	-7.44				
19.25	-2.165	-9.914				
19.341	-1.798	-8.877				
19.363	-2.34	-5.121				
19.363	-3.453	-1.106				
19.136	-4.214	1.433				
17.999	-4.296	2.248				
16.056	-3.905	1.932				
14.304	-3.414	0.976				
13.131	-3.238	-0.304				
12.088	-3.683	-1.519				
9.891	-5.451	-2.355				
8.98	-6.195	-2.267				
6.93	-7.785	-1.46				
4.75	-9.362	0.208				
2.014	-10.924	4.421				
1.386	-11.101	6.242				
0.397	-10.582	12.415				
0.234	-10.076	14.537				
-0.313	-8.713	18.113				
-3.129	-6.261	19.268				
-4.794	-5.407	19.268				
-8.891	-3.656	19.268				
-15.125	-1.237	19.165				
-16.784	-0.731	19.169				
-19.269	-0.585	19.256				
-18.156	-1.48	18.71				
-15.283	-2.57	16.273				
-13.575	-2.91	14.234				
-10.243	-2.869	9.198				
-7.437	-2.063	3.599				
-5.438	-1.263	-1.95				
-4.444	-1.332	-6.575				
-4.175	-2.587	-9.13				
-3.702	-4.79	-8.961				
-1.991	-7.786	-6.329				
1.513	-11.493	-2.103				
10.231	-17.147	4.692				
13.616	-18.428	6.429				
19.363	-18.233	7.944				
19.363	-16.717	6.926				
19.363	-10.179	-0.5				
19.363	-8.102	-3.995				
19.184	-4.928	-10.979				
19.221	-3.647	-15.474				
19.331	-4.603	-15.44				
19.363	-7.783	-8.731				
19.363	-9.019	-3.769				
19.05	-9.037	-0.421				
17.932	-8.084	1.135				
16.402	-6.747	0.985				
15.765	-6.192	0.301				
14.833	-5.825	-2.056				
13.941	-6.729	-5.046				
12.716	-8.691	-7.446				
11.152	-11.398	-8.27				
9.577	-14.626	-7.174				
8.547	-17.794	-4.391				
8.253	-19.447	-0.481				
8.189	-19.447	4.19				
7.682	-19.447	9.406				
6.59	-19.435	14.738				
5.173	-19.36	18.771				
3.545	-18.887	19.268				
1.929	-16.8	19.268				
0.9	-13.22	19.268				
0.339	-9.949	19.145				
-2.107	-7.683	19.2				
-4.916	-7.213	19.266				
-6.29	-7.147	19.186				
-8.575	-7.399	18.361				
-11.156	-8.107	15.72				
-11.922	-8.106	14.92				
-13.438	-7.413	13.589				
-16.185	-4.765	10.507				
-17.683	-2.169	6.578				
-17.535	0.758	1.807				
-15.224	3.536	-2.099				
-11.739	5.605	-3.876				
-8.898	6.713	-3.541				
-7.432	7.038	-2.165				
-6.586	6.773	-0.952				
-5.508	5.915	-0.469				
-3.963	4.267	-0.367				
-1.889	1.968	0.122				
0.815	-0.457	1.388				
4.06	-2.561	3.197				
7.879	-4.006	4.899				
12.793	-4.358	5.722				
17.707	-3.398	5.107				
19.363	-1.306	2.793				
19.363	1.525	-1.264				
19.363	4.227	-6.544				
19.273	5.68	-11.809				
19.221	5.291	-15.687				
19.306	3.49	-17.264				
19.363	1.228	-16.523				
19.356	-1.07	-14.224				
18.861	-3.399	-11.149				
17.48	-5.637	-7.77				
15.432	-7.495	-4.294				
13.096	-8.736	-0.766				
10.665	-9.379	2.675				
8.172	-9.605	5.727				
5.597	-9.541	8.203				
-0.438	-8.815	12.058				
-5.669	-7.896	14.627				
-13.164	-6.12	17.697				
-19.429	-3.729	19.268				
19.364	-1.783	19.268				
19.364	-1.151	19.268				
