-0.015	-0.029	9.789
-0.015	-0.029	9.789
-0.02	-0.032	9.796
-0.02	-0.025	9.787
-0.023	-0.031	9.806
-0.02	-0.028	9.798
-0.023	-0.016	9.781
-0.022	-0.023	9.802
-0.014	-0.028	9.799
-0.011	-0.029	9.789
-0.013	-0.029	9.786
-0.029	-0.024	9.787
-0.021	-0.035	9.801
-0.025	-0.037	9.802
-0.026	-0.032	9.8
-0.012	-0.024	9.786
-0.01	-0.02	9.78
-0.018	-0.03	9.79
-0.018	-0.03	9.79
-0.011	-0.038	9.803
-0.015	-0.034	9.804
-0.013	-0.029	9.794
-0.011	-0.023	9.787
-0.013	-0.025	9.789
-0.023	-0.028	9.78
-0.017	-0.024	9.789
-0.007	-0.02	9.785
-0.019	-0.025	9.79
-0.013	-0.023	9.789
-0.015	-0.03	9.784
-0.029	-0.037	9.791
-0.028	-0.032	9.79
-0.025	-0.022	9.8
-0.018	-0.025	9.803
-0.014	-0.037	9.789
-0.012	-0.03	9.784
-0.025	-0.019	9.788
-0.022	-0.014	9.787
-0.022	-0.013	9.787
-0.017	-0.019	9.787
-0.012	-0.035	9.779
-0.005	-0.038	9.784
0	-0.037	9.784
-0.005	-0.036	9.787
-0.02	-0.031	9.793
-0.023	-0.025	9.789
-0.024	-0.025	9.79
-0.032	-0.03	9.793
-0.029	-0.03	9.791
-0.019	-0.022	9.79
-0.01	-0.017	9.783
-0.007	-0.013	9.801
-0.011	-0.026	9.809
-0.02	-0.03	9.802
-0.014	-0.028	9.786
-0.016	-0.028	9.787
-0.015	-0.022	9.795
-0.02	-0.023	9.785
-0.019	-0.025	9.782
-0.015	-0.028	9.772
-0.013	-0.027	9.772
-0.011	-0.017	9.787
-0.014	-0.02	9.801
-0.022	-0.025	9.805
-0.031	-0.031	9.796
-0.026	-0.031	9.798
-0.002	-0.035	9.792
-0.001	-0.035	9.79
-0.006	-0.021	9.787
-0.008	-0.012	9.784
-0.032	-0.02	9.796
-0.031	-0.026	9.8
-0.017	-0.023	9.795
-0.006	-0.022	9.786
-0.011	-0.023	9.777
-0.019	-0.026	9.773
-0.019	-0.035	9.793
-0.021	-0.03	9.796
-0.021	-0.028	9.796
-0.027	-0.031	9.797
-0.025	-0.029	9.795
-0.008	-0.023	9.787
-0.001	-0.025	9.784
-0.005	-0.031	9.79
-0.008	-0.037	9.794
-0.014	-0.029	9.793
-0.017	-0.02	9.789
-0.017	-0.01	9.783
-0.027	-0.032	9.784
-0.017	-0.035	9.78
-0.011	-0.033	9.787
-0.022	-0.021	9.804
-0.026	-0.021	9.805
-0.025	-0.028	9.798
-0.009	-0.031	9.787
-0.019	-0.041	9.785
-0.023	-0.037	9.785
-0.024	-0.028	9.789
-0.017	-0.011	9.794
-0.014	-0.009	9.795
-0.014	-0.023	9.792
-0.022	-0.037	9.79
-0.023	-0.037	9.793
-0.015	-0.028	9.795
-0.021	-0.024	9.794
-0.027	-0.024	9.796
-0.023	-0.026	9.798
-0.022	-0.03	9.795
-0.02	-0.034	9.797
-0.019	-0.037	9.801
-0.015	-0.029	9.804
-0.016	-0.026	9.804
-0.023	-0.021	9.795
-0.031	-0.02	9.79
-0.016	-0.02	9.802
-0.017	-0.02	9.799
-0.023	-0.025	9.785
-0.026	-0.033	9.799
-0.02	-0.041	9.802
-0.019	-0.044	9.801
-0.026	-0.038	9.794
-0.009	-0.031	9.778
-0.005	-0.032	9.78
-0.019	-0.034	9.792
-0.021	-0.036	9.786
-0.023	-0.034	9.783
-0.026	-0.042	9.79
-0.015	-0.035	9.788
-0.013	-0.035	9.792
-0.013	-0.04	9.798
-0.016	-0.037	9.796
-0.019	-0.023	9.791
-0.016	-0.011	9.792
-0.021	-0.014	9.798
-0.022	-0.025	9.784
-0.016	-0.024	9.787
-0.013	-0.023	9.792
-0.01	-0.024	9.787
-0.011	-0.029	9.784
-0.022	-0.028	9.792
-0.03	-0.026	9.795
-0.033	-0.026	9.792
-0.03	-0.026	9.788
-0.022	-0.023	9.791
-0.019	-0.025	9.796
-0.019	-0.029	9.8
-0.023	-0.024	9.795
-0.017	-0.02	9.786
-0.012	-0.025	9.783
-0.017	-0.024	9.793
-0.019	-0.027	9.798
-0.029	-0.038	9.811
-0.029	-0.038	9.812
-0.03	-0.025	9.809
-0.029	-0.019	9.813
-0.026	-0.019	9.815
-0.023	-0.025	9.803
-0.008	-0.037	9.747
-0.004	-0.041	9.727
-0.005	-0.04	9.716
-0.022	-0.039	9.739
-0.035	-0.037	9.78
-0.034	-0.026	9.826
-0.019	-0.015	9.838
-0.013	-0.026	9.794
-0.016	-0.036	9.763
-0.019	-0.037	9.756
-0.011	-0.026	9.779
-0.035	-0.033	9.799
-0.036	-0.029	9.801
-0.02	-0.028	9.79
-0.011	-0.025	9.758
-0.012	-0.02	9.763
-0.014	-0.028	9.79
-0.017	-0.021	9.806
-0.02	-0.022	9.816
-0.023	-0.019	9.792
-0.025	-0.013	9.781
-0.022	-0.02	9.778
-0.025	-0.023	9.78
-0.028	-0.029	9.793
-0.023	-0.032	9.794
-0.023	-0.032	9.792
-0.02	-0.03	9.792
-0.02	-0.02	9.793
-0.018	-0.011	9.794
-0.009	-0.012	9.798
-0.002	-0.024	9.8
-0.041	-0.019	9.785
-0.048	-0.017	9.789
-0.036	-0.021	9.796
-0.025	-0.025	9.795
-0.011	-0.028	9.786
-0.014	-0.019	9.78
-0.017	-0.017	9.782
-0.019	-0.023	9.784
-0.011	-0.02	9.784
-0.01	-0.028	9.785
-0.031	-0.043	9.794
-0.028	-0.035	9.795
-0.033	-0.01	9.813
-0.032	-0.017	9.805
-0.04	-0.023	9.79
-0.038	-0.021	9.779
-0.028	-0.014	9.784
-0.019	-0.026	9.781
-0.019	-0.029	9.783
-0.023	-0.028	9.781
-0.025	-0.017	9.778
-0.03	-0.014	9.781
-0.029	-0.022	9.787
-0.017	-0.03	9.792
-0.008	-0.038	9.801
-0.013	-0.031	9.799
-0.019	-0.019	9.793
-0.033	-0.018	9.787
-0.041	-0.022	9.783
-0.035	-0.025	9.779
-0.024	-0.027	9.78
-0.018	-0.025	9.786
-0.028	-0.014	9.802
-0.019	-0.013	9.803
-0.018	-0.014	9.803
-0.008	-0.016	9.805
-0.004	-0.019	9.806
-0.013	-0.023	9.795
-0.017	-0.016	9.792
-0.025	-0.022	9.795
-0.032	-0.026	9.792
-0.028	-0.026	9.789
-0.016	-0.028	9.786
-0.008	-0.031	9.789
-0.01	-0.026	9.805
-0.014	-0.018	9.812
-0.02	-0.023	9.801
-0.016	-0.035	9.794
-0.017	-0.044	9.79
-0.028	-0.04	9.786
-0.032	-0.023	9.793
-0.02	-0.03	9.806
-0.008	-0.027	9.793
-0.023	-0.018	9.79
-0.022	-0.023	9.792
-0.023	-0.024	9.79
-0.025	-0.015	9.794
-0.021	-0.027	9.795
-0.019	-0.031	9.792
-0.021	-0.026	9.794
-0.027	-0.022	9.796
-0.032	-0.027	9.798
-0.031	-0.031	9.789
-0.019	-0.016	9.801
-0.012	-0.024	9.796
-0.015	-0.034	9.792
-0.013	-0.035	9.783
-0.01	-0.034	9.78
-0.035	-0.022	9.788
-0.036	-0.026	9.783
-0.026	-0.032	9.781
-0.016	-0.029	9.787
-0.017	-0.026	9.79
-0.025	-0.034	9.79
-0.031	-0.045	9.802
-0.02	-0.035	9.792
-0.017	-0.01	9.778
-0.019	-0.018	9.782
-0.005	-0.022	9.781
-0.005	-0.016	9.784
-0.011	-0.02	9.791
-0.029	-0.024	9.787
-0.031	-0.02	9.787
-0.026	-0.011	9.789
-0.022	-0.011	9.789
-0.016	-0.013	9.782
-0.01	-0.011	9.781
-0.01	-0.018	9.784
-0.014	-0.025	9.784
-0.008	-0.035	9.798
-0.009	-0.031	9.795
-0.014	-0.026	9.792
-0.015	-0.029	9.792
-0.019	-0.032	9.793
-0.026	-0.025	9.786
-0.022	-0.025	9.789
-0.026	-0.029	9.793
-0.032	-0.03	9.792
-0.017	-0.014	9.798
-0.016	-0.019	9.808
-0.011	-0.029	9.795
-0.01	-0.023	9.79
-0.018	-0.025	9.784
-0.016	-0.019	9.792
-0.016	-0.014	9.804
-0.022	-0.025	9.808
-0.029	-0.032	9.801
-0.032	-0.035	9.794
-0.031	-0.032	9.787
-0.031	-0.02	9.788
-0.029	-0.014	9.79
-0.024	-0.024	9.792
-0.025	-0.03	9.792
-0.023	-0.028	9.79
-0.027	-0.029	9.783
-0.033	-0.032	9.799
-0.028	-0.028	9.793
-0.013	-0.033	9.784
-0.018	-0.031	9.789
-0.031	-0.016	9.808
-0.023	-0.023	9.804
-0.021	-0.031	9.788
-0.025	-0.03	9.783
-0.021	-0.027	9.783
-0.013	-0.017	9.79
-0.004	-0.011	9.796
-0.002	-0.011	9.799
-0.018	-0.017	9.795
-0.031	-0.027	9.789
-0.021	-0.023	9.788
-0.013	-0.028	9.791
-0.007	-0.029	9.789
-0.032	-0.025	9.78
-0.029	-0.013	9.792
-0.042	-0.016	9.794
-0.023	-0.028	9.773
-0.02	-0.029	9.771
-0.028	-0.022	9.797
-0.023	-0.022	9.797
-0.013	-0.025	9.793
-0.014	-0.029	9.793
-0.016	-0.028	9.794
-0.011	-0.029	9.797
-0.013	-0.029	9.802
-0.017	-0.031	9.798
-0.013	-0.036	9.789
-0.008	-0.031	9.787
-0.023	-0.02	9.784
-0.028	-0.018	9.774
-0.031	-0.022	9.776
-0.028	-0.023	9.79
-0.012	-0.028	9.804
-0.011	-0.031	9.804
-0.025	-0.018	9.779
-0.033	-0.023	9.802
-0.007	-0.025	9.811
-0.01	-0.035	9.795
-0.014	-0.021	9.795
-0.015	-0.006	9.791
-0.016	-0.01	9.786
-0.02	-0.022	9.792
-0.024	-0.028	9.797
-0.026	-0.027	9.796
-0.022	-0.025	9.799
-0.018	-0.025	9.8
-0.02	-0.02	9.791
-0.025	-0.019	9.784
-0.014	-0.038	9.759
-0.006	-0.033	9.704
0.001	-0.032	9.681
0.004	-0.022	9.826
-0.004	-0.001	10.004
-0.014	-0.008	9.989
-0.006	-0.041	9.864
0.001	-0.043	9.729
-0.013	-0.025	9.608
-0.03	-0.033	9.706
-0.037	-0.019	9.887
-0.035	-0.015	9.914
-0.013	-0.028	9.874
-0.005	-0.03	9.832
0.003	-0.018	9.745
0	-0.02	9.705
-0.013	-0.035	9.717
-0.025	-0.038	9.761
-0.036	-0.03	9.823
-0.03	-0.023	9.85
-0.015	-0.028	9.786
-0.001	-0.024	9.743
-0.004	-0.014	9.742
-0.019	-0.015	9.767
-0.03	-0.026	9.804
-0.029	-0.028	9.824
-0.018	-0.026	9.817
-0.011	-0.031	9.801
-0.016	-0.038	9.784
-0.018	-0.038	9.775
-0.009	-0.033	9.777
-0.007	-0.026	9.782
-0.01	-0.016	9.792
-0.011	-0.014	9.802
-0.013	-0.02	9.804
-0.021	-0.025	9.799
-0.028	-0.027	9.787
-0.036	-0.023	9.772
-0.032	-0.018	9.772
-0.017	-0.015	9.788
-0.003	-0.021	9.801
0.004	-0.025	9.799
0.001	-0.028	9.786
-0.02	-0.026	9.775
-0.035	-0.029	9.778
-0.035	-0.029	9.803
-0.025	-0.034	9.806
-0.015	-0.037	9.801
-0.016	-0.03	9.786
-0.017	-0.019	9.784
-0.022	-0.017	9.786
-0.021	-0.025	9.799
-0.018	-0.034	9.811
-0.02	-0.037	9.799
-0.023	-0.025	9.783
-0.024	-0.014	9.779
-0.026	-0.019	9.775
-0.03	-0.025	9.775
-0.025	-0.024	9.785
-0.019	-0.025	9.789
-0.027	-0.027	9.789
-0.026	-0.028	9.795
-0.024	-0.019	9.796
-0.022	-0.017	9.782
-0.01	-0.023	9.77
-0.013	-0.017	9.775
-0.025	-0.008	9.784
-0.029	-0.014	9.792
-0.025	-0.022	9.799
-0.027	-0.025	9.792
-0.028	-0.023	9.798
-0.031	-0.022	9.801
-0.023	-0.015	9.798
-0.011	-0.035	9.792
-0.011	-0.034	9.79
-0.023	-0.023	9.798
-0.034	-0.025	9.81
-0.025	-0.03	9.78
-0.022	-0.026	9.775
-0.023	-0.029	9.79
-0.017	-0.028	9.794
-0.017	-0.024	9.798
-0.026	-0.023	9.799
-0.031	-0.02	9.798
-0.026	-0.022	9.793
-0.019	-0.026	9.792
-0.031	-0.021	9.799
-0.025	-0.015	9.794
-0.013	-0.02	9.79
-0.011	-0.032	9.798
-0.014	-0.035	9.811
-0.017	-0.031	9.808
-0.023	-0.027	9.799
-0.025	-0.025	9.789
-0.025	-0.017	9.78
-0.026	-0.014	9.778
-0.018	-0.019	9.775
-0.01	-0.031	9.778
0	-0.034	9.786
-0.001	-0.029	9.791
-0.01	-0.017	9.792
-0.026	-0.013	9.783
-0.031	-0.018	9.778
-0.027	-0.02	9.781
-0.014	-0.025	9.793
-0.017	-0.032	9.801
-0.017	-0.026	9.782
-0.022	-0.018	9.783
-0.023	-0.019	9.787
-0.017	-0.024	9.78
-0.03	-0.025	9.785
-0.034	-0.026	9.795
-0.031	-0.03	9.8
-0.02	-0.026	9.79
-0.014	-0.017	9.786
-0.014	-0.017	9.791
-0.014	-0.026	9.795
-0.012	-0.034	9.801
-0.028	-0.016	9.785
-0.01	-0.023	9.799
-0.017	-0.026	9.801
-0.023	-0.031	9.79
-0.034	-0.023	9.772
-0.017	-0.04	9.791
-0.011	-0.032	9.79
-0.008	-0.028	9.782
-0.026	-0.031	9.788
-0.027	-0.03	9.784
-0.018	-0.014	9.772
-0.017	-0.009	9.781
-0.021	-0.016	9.792
-0.022	-0.018	9.784
-0.014	-0.018	9.778
0.001	-0.022	9.794
-0.003	-0.027	9.784
-0.018	-0.026	9.78
-0.016	-0.022	9.783
-0.016	-0.018	9.805
-0.013	-0.019	9.802
-0.014	-0.019	9.796
-0.016	-0.017	9.796
-0.013	-0.017	9.795
-0.031	-0.032	9.793
-0.04	-0.035	9.798
-0.035	-0.026	9.798
-0.026	-0.016	9.804
-0.006	-0.031	9.786
-0.023	-0.027	9.78
-0.026	-0.025	9.785
-0.022	-0.024	9.789
-0.018	-0.021	9.796
-0.019	-0.021	9.798
-0.029	-0.028	9.794
-0.037	-0.031	9.786
-0.031	-0.031	9.777
-0.016	-0.031	9.784
-0.01	-0.034	9.798
-0.015	-0.031	9.804
-0.025	-0.026	9.801
-0.029	-0.022	9.789
-0.025	-0.017	9.78
-0.019	-0.025	9.786
-0.023	-0.032	9.804
-0.026	-0.027	9.808
-0.024	-0.019	9.798
-0.023	-0.016	9.791
-0.025	-0.022	9.787
-0.026	-0.027	9.792
-0.025	-0.028	9.797
-0.031	-0.023	9.793
-0.035	-0.019	9.789
-0.028	-0.015	9.777
-0.014	-0.022	9.79
-0.013	-0.019	9.79
-0.008	-0.022	9.783
-0.001	-0.029	9.779
-0.007	-0.023	9.781
-0.027	-0.013	9.786
-0.038	-0.014	9.791
-0.032	-0.025	9.793
-0.01	-0.015	9.786
-0.01	-0.016	9.786
-0.014	-0.032	9.796
-0.026	-0.031	9.793
-0.025	-0.03	9.804
-0.015	-0.029	9.809
-0.011	-0.019	9.807
-0.009	-0.016	9.795
-0.007	-0.025	9.786
-0.014	-0.029	9.786
-0.025	-0.026	9.79
-0.03	-0.025	9.792
-0.029	-0.026	9.789
-0.028	-0.026	9.789
-0.029	-0.02	9.795
-0.028	-0.023	9.789
-0.022	-0.026	9.792
-0.013	-0.022	9.805
-0.011	-0.015	9.804
-0.008	-0.021	9.788
-0.005	-0.035	9.781
-0.007	-0.032	9.787
-0.02	-0.014	9.794
-0.028	-0.009	9.791
-0.023	-0.017	9.786
-0.026	-0.039	9.779
-0.03	-0.041	9.779
-0.026	-0.044	9.787
-0.017	-0.037	9.789
-0.02	-0.025	9.791
-0.03	-0.019	9.793
-0.027	-0.016	9.794
-0.034	-0.026	9.795
-0.034	-0.026	9.795
-0.033	-0.025	9.781
-0.019	-0.02	9.771
-0.011	-0.025	9.786
-0.014	-0.02	9.788
-0.019	-0.019	9.799
-0.019	-0.036	9.807
-0.017	-0.05	9.801
-0.017	-0.043	9.795
-0.002	-0.025	9.775
-0.008	-0.031	9.784
-0.017	-0.031	9.786
-0.022	-0.034	9.791
-0.022	-0.033	9.799
-0.029	-0.025	9.798
-0.037	-0.02	9.793
-0.033	-0.024	9.785
-0.021	-0.03	9.789
-0.016	-0.032	9.786
-0.016	-0.032	9.783
-0.027	-0.016	9.783
-0.025	-0.012	9.783
-0.019	-0.011	9.788
-0.018	-0.02	9.793
-0.018	-0.025	9.791
-0.023	-0.017	9.784
-0.028	-0.016	9.782
-0.038	-0.016	9.786
-0.025	-0.016	9.78
-0.01	-0.02	9.782
-0.005	-0.024	9.784
-0.013	-0.024	9.783
-0.016	-0.023	9.781
-0.017	-0.022	9.783
-0.02	-0.026	9.787
-0.02	-0.028	9.79
-0.02	-0.023	9.795
-0.016	-0.021	9.793
-0.019	-0.025	9.786
-0.029	-0.025	9.79
-0.034	-0.026	9.795
-0.026	-0.021	9.784
-0.009	-0.023	9.779
-0.005	-0.03	9.789
-0.017	-0.031	9.793
-0.021	-0.028	9.789
-0.015	-0.014	9.788
-0.023	-0.013	9.786
-0.031	-0.007	9.802
-0.028	-0.028	9.795
-0.019	-0.035	9.781
-0.02	-0.022	9.795
-0.019	-0.022	9.793
-0.02	-0.021	9.798
-0.016	-0.023	9.771
-0.016	-0.028	9.77
-0.026	-0.026	9.782
-0.031	-0.021	9.798
-0.029	-0.025	9.804
-0.034	-0.028	9.804
-0.035	-0.025	9.796
-0.026	-0.014	9.781
-0.019	-0.011	9.775
-0.015	-0.026	9.783
-0.021	-0.039	9.787
-0.032	-0.02	9.778
-0.015	-0.02	9.777
-0.002	-0.02	9.789
-0.014	-0.016	9.789
-0.022	-0.016	9.795
-0.009	-0.02	9.784
-0.007	-0.022	9.794
-0.025	-0.027	9.795
-0.032	-0.025	9.795
-0.028	-0.019	9.801
-0.011	-0.016	9.802
-0.004	-0.018	9.797
-0.008	-0.02	9.793
-0.016	-0.024	9.795
-0.024	-0.025	9.794
-0.027	-0.027	9.787
-0.024	-0.029	9.781
-0.019	-0.028	9.778
-0.022	-0.034	9.782
-0.022	-0.035	9.775
-0.02	-0.025	9.774
-0.018	-0.019	9.78
-0.013	-0.014	9.807
-0.014	-0.009	9.799
-0.017	-0.015	9.79
-0.016	-0.02	9.787
-0.013	-0.02	9.787
-0.011	-0.02	9.788
-0.005	-0.022	9.785
-0.004	-0.019	9.777
-0.019	-0.013	9.774
-0.029	-0.016	9.777
-0.029	-0.022	9.781
-0.027	-0.022	9.794
-0.024	-0.02	9.799
-0.019	-0.015	9.795
-0.009	-0.018	9.792
-0.007	-0.026	9.788
-0.016	-0.025	9.786
-0.02	-0.018	9.792
-0.022	-0.018	9.8
-0.032	-0.019	9.803
-0.035	-0.023	9.798
-0.028	-0.027	9.786
-0.022	-0.025	9.773
-0.021	-0.02	9.772
-0.028	-0.022	9.799
-0.028	-0.026	9.796
-0.029	-0.024	9.787
-0.028	-0.017	9.805
-0.023	-0.022	9.804
-0.025	-0.035	9.799
-0.029	-0.029	9.786
-0.022	-0.026	9.78
-0.046	-0.008	9.799
-0.049	-0.018	9.798
-0.026	-0.03	9.782
-0.025	-0.017	9.784
-0.014	-0.016	9.772
-0.006	-0.019	9.765
-0.007	-0.02	9.778
-0.017	-0.023	9.789
-0.025	-0.025	9.786
-0.025	-0.019	9.789
-0.019	-0.016	9.792
-0.014	-0.021	9.787
-0.016	-0.03	9.783
-0.021	-0.035	9.786
-0.023	-0.033	9.785
-0.02	-0.032	9.774
-0.019	-0.035	9.778
-0.022	-0.034	9.794
-0.02	-0.032	9.802
-0.019	-0.034	9.804
-0.028	-0.028	9.804
-0.033	-0.02	9.796
-0.029	-0.023	9.792
-0.025	-0.032	9.785
-0.031	-0.025	9.8
-0.024	-0.019	9.805
-0.016	-0.019	9.795
-0.017	-0.021	9.782
-0.021	-0.02	9.781
-0.021	-0.019	9.793
-0.017	-0.022	9.805
-0.019	-0.025	9.809
-0.025	-0.02	9.807
-0.021	-0.013	9.799
-0.023	-0.021	9.789
-0.025	-0.026	9.792
-0.011	-0.026	9.801
-0.005	-0.027	9.798
-0.032	-0.016	9.79
-0.034	-0.025	9.795
-0.025	-0.037	9.789
-0.015	-0.036	9.778
-0.012	-0.028	9.777
-0.017	-0.023	9.794
-0.022	-0.024	9.802
-0.03	-0.026	9.801
-0.031	-0.021	9.792
-0.029	-0.012	9.781
-0.022	-0.02	9.789
-0.011	-0.028	9.774
-0.011	-0.021	9.787
-0.035	-0.017	9.796
-0.032	-0.02	9.795
-0.023	-0.025	9.787
-0.018	-0.025	9.801
-0.018	-0.033	9.803
-0.025	-0.024	9.796
-0.029	-0.004	9.795
-0.023	-0.032	9.796
-0.016	-0.016	9.79
-0.022	-0.029	9.793
-0.016	-0.026	9.793
-0.011	-0.023	9.795
-0.009	-0.019	9.796
-0.011	-0.029	9.787
-0.014	-0.027	9.782
-0.022	-0.017	9.785
-0.022	-0.017	9.792
-0.026	-0.017	9.802
